name;description;unit_price;unit;tax_name
1090780200;SABONETE EM BARRA MARINA 200 G - DIA DIA;4.39;unit;
1090250120;"SABONETE EM BARRA MARRUA 120 G
";3.98;unit;
1091529403;"SABONETE EM BARRA MURU MURU & PATAUA 30 G (CX C/ 180 UND)
";218.13;unit;
1090230120;"SABONETE EM BARRA PITANGA 120 G
";3.98;unit;
1090640120;"SABONETE EM BARRA PROVENCE 120 G
";3.98;unit;
1091490100;SABONETE EM BARRA SELETO 2 EM 1 - 100 G (CX COM 2 UNID.);8.62;unit;
1091780100;SABONETE EM BARRA SELETO OCEAN 2 EM 1 - 100 G (CX COM 2 UND);8.62;unit;
1090790200;SABONETE EM BARRA TAPAJOS 200 G - DIA DIA;4.39;unit;
1090190120;SABONETE EM BARRA TERRA MADRE (CX/3 UNID.);18.70;unit;
1091109294;SABONETE EM BARRA VERBENA & BAMBU 100 G (PC COM 3 UNID);10.81;unit;
1091109364;"SABONETE EM BARRA VERBENA & BAMBU 30 G (CX C/ 180 UND)
";219.44;service;
1090800350;SABONETE LIQUIDO ALECRIM & CAPIM LIMAO 350 ML;5.85;unit;
1090550400;SABONETE LIQUIDO ALECRIM 400 ML;10.57;unit;
1090550500;"SABONETE LIQUIDO ALECRIM 500ML
";22.28;unit;
1090580400;SABONETE LIQUIDO AMBAR 400 ML;10.57;unit;
1090580500;"SABONETE LIQUIDO AMBAR 500ML
";22.28;unit;
1091050350;SABONETE LIQUIDO AMORA & PITANGA 350 ML;5.85;unit;
1091070400;SABONETE LIQUIDO BAMBU 400 ML;10.57;unit;
1091070500;"SABONETE LIQUIDO BAMBU 500 ML
";22.28;unit;
1091080350;SABONETE LIQUIDO BUQUE DE PEONIAS 350 ML;32.85;unit;
1090020400;SABONETE LIQUIDO CASCAS & FOLHAS 400 ML;10.57;unit;
1090020500;"SABONETE LIQUIDO CASCAS & FOLHAS 500ML
";22.28;unit;
1090110400;SABONETE LIQUIDO CURUMIM 400 ML;10.57;unit;
1091550180;"SABONETE LIQUIDO ESFOLIANTE COPAIBA & ANDIROBA 180 ML
";7.56;unit;
1091030180;"SABONETE LIQUIDO ESFOLIANTE CUPUACU & CASTANHA DO BRASIL 180
";7.56;unit;
1091640250;SABONETE LIQUIDO FIGO E PISTACHE 250 ML - SABOR & AR;10.08;unit;
1090490400;SABONETE LIQUIDO FLOR DE ALGODAO 400 ML;10.57;unit;
1090490500;"SABONETE LIQUIDO FLOR DE ALGODAO 500ML
";22.28;unit;
1091620250;SABONETE LIQUIDO FOLHAS DE PIMENTA 250 ML - SABOR & AR;10.08;unit;
1091680250;SABONETE LIQUIDO GENGIBRE E ROMA 250 ML - SABOR & AR;10.08;unit;
1091040350;SABONETE LIQUIDO LAVANDA & AMBAR 350 ML;5.85;unit;
1090250400;SABONETE LIQUIDO MARRUA 400 ML;10.57;unit;
1090250500;"SABONETE LIQUIDO MARRUA 500ML
";22.28;unit;
1090230400;SABONETE LIQUIDO PITANGA 400 ML;10.57;unit;
1090230500;"SABONETE LIQUIDO PITANGA 500ML
";22.28;unit;
1090640400;SABONETE LIQUIDO PROVENCE 400 ML;10.57;unit;
1090640500;"SABONETE LIQUIDO PROVENCE 500ML
";22.28;unit;
1090190350;SABONETE LIQUIDO TERRA MADRE 350 ML;32.85;unit;
1071170010;SACHE CREME HIDRATANTE ACETINADO SERENA 10 G;0.81;unit;
1100589077;SACHE MINI ALMOFADA AMBAR (CX C/ 6 UNID.);17.89;unit;
1100029077;SACHE MINI ALMOFADA CASCAS & FOLHAS (CX C/ 6 UNID.);17.89;unit;
1100499077;SACHE MINI ALMOFADA FLOR DE ALGODAO (CX C/ 6 UNID.);17.89;unit;
1100239077;SACHE MINI ALMOFADA PITANGA (CX C/ 6 UNID.);17.89;unit;
1100649077;SACHE MINI ALMOFADA PROVENCE (CX C/ 6 UNID.);17.89;service;
1010009338;SACOLA ECO BAG AGUA - SOMOS;19.51;unit;
1010009340;SACOLA ECO BAG AR - SOMOS;19.51;unit;
1010009339;SACOLA ECO BAG TERRA - SOMOS;19.51;unit;
1060009249;SACOLA G VERDE ALCA GORGURAO;0.00;unit;
1060009142;SACOLA M VERDE;0.00;unit;
1060009248;SACOLA M VERDE ALCA GORGURAO;0.00;unit;
1060009141;SACOLA P VERDE;0.00;unit;
1060009247;SACOLA P VERDE ALCA GORGURAO;0.00;unit;
1111340190;"SAIS DE BANHO E ESPUMA LEMONGRASS 190 G - RITOS
";18.54;unit;
1110620190;"SAIS DE BANHO E ESPUMA MURU MURU 190 G - RITOS
";18.54;unit;
1110740190;"SAIS DE BANHO E ESPUMA YLANG YLANG 190 G - RITOS
";18.54;unit;
1111330190;"SAIS DE BANHO E ESPUMA ZIMBRO 190 G - RITOS
";18.54;unit;
1110190700;SAL MARINHO TERRA MADRE 700 G;27.72;unit;
1131600180;SHAMPOO BONISSIMO BLACK 180 ML;6.99;unit;
1131100200;SHAMPOO VERBENA & BAMBU 200 ML;5.20;unit;
1131490200;SHOWER GEL SELETO - CABELO & CORPO 200 G;7.80;unit;
1131490100;SHOWER GEL SELETO 2 EM 1 - 100 G;7.80;unit;
1091780200;"SHOWER GEL SELETO OCEAN - CABELO & CORPO 200 G
";7.80;unit;
1060009054;TAG PRESENTE (PACOTE C/ 100 UN);18.29;service;
1141480080;"TALCO EM CREME PARA OS PES 80 G - SANTO PE
";6.50;unit;
1010009420;TIARA ECO;4.07;unit;
1060009056;TIRAS OLFATIVAS - PAPEL TESTE;0.00;unit;
1010009419;TOUCA ECO;11.38;unit;
1010009025;"VALVULA DISPERSORA AVATIM
";2.28;unit;
1040009144;VARETAS AVADORE;17.56;unit;
1041089145;"VARETAS BRANCAS BUQUE DE PEONIAS (PCT COM 12 UND)
";6.99;unit;
1040009373;VARETAS BRANCAS G (PCT COM 8 UND);8.94;unit;
1041089145;VARETAS BRANCAS M (PCT COM 12 UND);6.99;unit;
1040009028;VARETAS DE BAMBU (CARACOL);4.88;unit;
1040009371;VARETAS ESCURAS G (PCT COM 8 UND);8.94;unit;
1040009136;"VARETAS ESCURAS M (PCT COM 12 UND)
";6.99;unit;
1040009370;VARETAS MARROM G (PCT COM 8 UND);8.94;unit;
1040009369;"VARETAS MARROM M (PCT COM 12 UND)
";6.99;unit;
1040009132;"VARETAS MINI FLORES BRANCAS
";13.01;unit;
1040009134;VARETAS MINI FLORES LARANJAS;13.01;unit;
1040009133;VARETAS MINI FLORES LILAS;13.01;unit;
1040009135;VARETAS MINI FLORES ROSAS;13.01;unit;
1040009031;VARETAS PALITO;4.07;unit;
1040009372;VARETAS RATTAN G (PCT COM 8 UND);4.88;unit;
1040009314;"VARETAS RATTAN M (PCT COM 12 UNID)
";6.99;unit;
1040009032;VARETAS ROSA LILAS;7.48;unit;
1121950200;VELA AROMATICA AMBAR, MANDARINA & BAUNILHA 200 G;21.30;unit;
1121950500;VELA AROMATICA AMBAR, MANDARINA & BAUNILHA 500 G;40.24;unit;
1121290050;VELA AROMATICA AVADORE 50 G;13.01;unit;
1120620160;VELA AROMATICA E MASSAGEM MURU MURU 160 G - RITOS;27.64;unit;
1120740160;VELA AROMATICA E MASSAGEM YLANG YLANG 160 G - RITOS;27.64;unit;
1121330160;VELA AROMATICA E MASSAGEM ZIMBRO 160 G - RITOS;27.64;unit;
1121960200;VELA AROMATICA SANDALO, VETIVER & CARDAMOMO 200 G;21.30;unit;
1121960500;VELA AROMATICA SANDALO, VETIVER & CARDAMOMO 500 G;40.24;unit;
1131520300;XAMPU MURU MURU & PATAUA 300 ML;7.48;unit;
1131529399;"XAMPU MURU MURU & PATAUA 35 ML (CX C/ 120 UND)
";162.85;service;
1131529388;XAMPU MURU MURU & PATAUA 400 ML (CX C/ 20 UND);204.47;unit;
1131109362;"XAMPU VERBENA & BAMBU 35 ML (CX C/ 120 UND)
";129.19;service;
1131109396;XAMPU VERBENA & BAMBU 400 ML (CX C/ 20 UND);152.85;unit;
